customer_id,purchase_frequency,total_amount,recency,customer_lifetime,clv
C0103956383,3,337.99,57,295,337.99
C0103956447,4,381.99,53,155,381.99
C0103956513,4,416.99,13,323,416.99
C0103956516,3,157.0,149,210,157.0
C0103956567,4,129.97,47,251,129.97
C0103956599,3,312.98,240,56,312.98
C0103956655,35,813.15,0,356,813.15
C0103956745,25,430.72,31,298,430.72
C0103956858,1,39.99,297,0,39.99
C0103957134,4,686.0,89,247,686.0
C0103957243,3,142.95,142,217,142.95
C0103957327,2,188.0,241,101,188.0
C0103957336,5,233.92000000000002,95,267,233.92000000000002
C0103957419,2,308.99,178,138,308.99
C0103957485,35,605.6700000000001,3,329,605.6700000000001
C0103957611,4,246.95,44,219,246.95
C0103957701,3,318.98,262,72,318.98
C0103957727,2,338.0,89,205,338.0
C0103957733,3,157.95,74,82,157.95
C0103957918,6,1009.99,18,339,1009.99
C0103957997,1,9.99,22,0,9.99
C0103958147,3,303.94,90,232,303.94
C0103958164,3,377.99,10,255,377.99
C0103958198,37,1030.64,31,326,1030.64
C0103958255,29,537.6800000000001,8,321,537.6800000000001
C0103958301,4,273.93,30,299,273.93
C0103958429,3,133.98,118,153,133.98
C0103958433,3,218.98000000000002,236,127,218.98000000000002
C0103958619,1,17.99,263,0,17.99
C0103958631,2,54.94,102,53,54.94
C0103958713,5,1035.95,0,362,1035.95
C0103958738,5,1502.98,157,189,1502.98
C0103958787,3,168.99,5,264,168.99
C0103958826,4,473.93,15,342,473.93
C0103958864,3,438.98,95,162,438.98
C0103959031,1,39.95,86,0,39.95
C0103959035,2,468.0,68,142,468.0
C0103959177,3,287.95,94,98,287.95
C0103959192,4,766.99,273,87,766.99
C0103959233,2,288.0,49,53,288.0
C0103959278,1,59.0,17,0,59.0
C0103959309,2,748.0,108,245,748.0
C0103959329,2,468.0,144,189,468.0
C0103959349,1,109.0,260,0,109.0
C0103959503,28,258.23,23,338,258.23
C0103959555,3,85.97,110,213,85.97
C0103959560,6,1191.43,88,272,1191.43
C0103959591,8,1110.92,89,234,1110.92
C0103959639,3,387.99,14,224,387.99
C0103959702,17,922.9,56,305,922.9
C0103959786,31,1092.74,10,353,1092.74
C0103959788,3,487.99,107,114,487.99
C0103959816,4,134.95999999999998,65,172,134.95999999999998
C0103959895,3,222.0,87,147,222.0
C0103959957,4,253.97,45,299,253.97
C0103960048,2,223.0,158,57,223.0
C0103960119,1,94.0,114,0,94.0
C0103960176,2,318.0,236,3,318.0
C0103960242,4,610.99,51,128,610.99
C0103960287,4,686.99,24,239,686.99
C0103960373,6,539.99,86,277,539.99
C0103960463,3,541.99,25,86,541.99
C0103960529,4,496.0,106,226,496.0
C0103960531,3,272.0,39,234,272.0
C0103960567,3,706.99,163,48,706.99
C0103960634,2,338.95,194,167,338.95
C0103960693,5,930.0,21,342,930.0
C0103960774,41,1295.59,7,349,1295.59
C0103960810,4,1006.0,41,320,1006.0
C0103960831,3,717.0,114,183,717.0
C0103960851,2,158.99,179,180,158.99
C0103960923,3,395.49,136,181,395.49
C0103960983,2,598.0,82,127,598.0
C0103961032,2,153.0,50,181,153.0
C0103961109,1,49.0,55,0,49.0
C0103961148,18,110.32000000000001,52,302,110.32000000000001
C0103961187,24,483.75,0,360,483.75
C0103961278,2,44.940000000000005,236,31,44.940000000000005
C0103961290,2,358.0,38,290,358.0
C0103961307,1,94.0,14,0,94.0
C0103961386,5,500.0,23,310,500.0
C0103961447,1,99.0,26,0,99.0
C0103961534,1,349.0,166,0,349.0
C0103961570,3,194.98000000000002,59,195,194.98000000000002
C0103962527,6,439.0,49,232,439.0
C0103962566,6,261.90999999999997,86,241,261.90999999999997
C0103962623,4,342.94,90,205,342.94
C0103962661,27,818.2600000000001,45,306,818.2600000000001
C0103962745,3,428.98,35,30,428.98
C0103962832,4,527.98,210,143,527.98
C0103962876,4,271.99,95,267,271.99
C0103963170,2,228.95,19,63,228.95
C0103964069,2,172.98000000000002,124,129,172.98000000000002
C0103964081,2,173.0,331,3,173.0
C0103964206,36,1414.17,24,335,1414.17
C0103964209,1,99.0,334,0,99.0
C0103964362,22,532.3000000000001,36,323,532.3000000000001
C0103964371,1,129.0,252,0,129.0
C0103964391,1,219.0,47,0,219.0
C0103964824,3,153.98,209,81,153.98
C0103964841,2,278.95,203,71,278.95
C0103965054,2,307.49,116,233,307.49
C0103965143,3,397.0,75,239,397.0
C0103965153,1,79.0,347,0,79.0
C0103965226,4,222.98000000000002,25,297,222.98000000000002
C0103965376,2,198.0,98,135,198.0
C0103965452,3,121.48,37,261,121.48
C0103965758,1,249.0,210,0,249.0
C0103965811,25,718.29,19,328,718.29
C0103965889,21,739.34,2,355,739.34
C0103965958,5,292.97,91,199,292.97
C0103966011,2,448.0,72,137,448.0
C0103968904,4,567.94,17,298,567.94
C0103968950,4,198.93,75,227,198.93
C0103969006,20,326.27,56,293,326.27
C0103969068,3,342.0,110,115,342.0
C0103969107,4,427.98,7,138,427.98
C0103969134,4,416.0,122,210,416.0
C0103969196,3,297.99,99,187,297.99
C0103969359,4,736.99,42,313,736.99
C0103969374,3,547.0,40,322,547.0
C0103969451,3,387.99,112,195,387.99
C0103969517,5,446.98,30,296,446.98
C0103969563,2,184.99,81,15,184.99
C0103969614,5,1110.99,77,253,1110.99
C0103969740,3,297.99,157,132,297.99
C0103969747,4,347.98,28,235,347.98
C0103969781,2,838.0,14,115,838.0
C0103969845,3,142.98000000000002,149,61,142.98000000000002
C0103969924,2,408.99,247,72,408.99
C0103969949,1,6.99,360,0,6.99
C0103969989,12,847.9,46,290,847.9
C0103970065,12,135.4,58,271,135.4
C0103970135,1,299.0,353,0,299.0
C0103970196,3,212.95,235,28,212.95
C0103970251,2,98.99,106,129,98.99
C0103970257,2,598.0,57,86,598.0
C0103970339,2,698.0,107,247,698.0
C0103970399,10,521.8299999999999,148,213,521.8299999999999
C0103970431,13,1055.39,111,202,1055.39
C0103970517,3,447.99,150,82,447.99
C0103970539,2,598.0,158,68,598.0
C0103970607,1,59.0,322,0,59.0
C0103970679,2,298.0,213,146,298.0
C0103970722,1,69.99,266,0,69.99
C0103970765,22,517.79,28,335,517.79
C0103970821,5,931.94,50,169,931.94
C0103970852,3,309.99,180,155,309.99
C0103970886,2,128.0,86,15,128.0
C0103970917,3,472.95,6,341,472.95
C0103971010,3,622.99,77,240,622.99
C0103971034,4,941.99,20,315,941.99
C0103971121,2,418.0,0,206,418.0
C0103971160,3,242.99,143,89,242.99
C0103971183,10,254.37,73,291,254.37
C0103971272,19,863.78,22,337,863.78
C0103971444,2,393.0,49,220,393.0
C0103971470,3,208.98,54,288,208.98
C0103971520,4,560.99,14,309,560.99
C0103971542,2,748.0,217,89,748.0
C0103971572,3,227.95,208,140,227.95
C0103971589,2,518.0,104,219,518.0
C0103971660,3,667.0,0,227,667.0
C0103971799,4,220.98,191,154,220.98
C0103971875,4,161.97,11,233,161.97
C0103972105,4,223.93,31,232,223.93
C0103972283,1,19.99,149,0,19.99
C0103972365,2,188.0,57,117,188.0
C0103972381,3,30.97,172,173,30.97
C0103972388,16,793.87,33,262,793.87
C0103972390,4,233.97,86,241,233.97
C0103972519,3,87.99000000000001,54,154,87.99000000000001
C0103972543,28,1107.71,20,337,1107.71
C0103972551,3,495.49,27,185,495.49
C0103972590,4,181.96999999999997,36,321,181.96999999999997
C0103972629,1,79.0,315,0,79.0
C0103972688,3,277.99,110,96,277.99
C0103972743,3,387.99,88,275,387.99
C0103972762,3,538.98,59,304,538.98
C0103972786,2,343.0,59,182,343.0
C0103972803,3,377.0,89,29,377.0
C0103982440,4,990.94,178,151,990.94
C0103982444,3,847.0,16,265,847.0
C0103982505,2,578.0,31,273,578.0
C0103982667,4,390.93,84,271,390.93
C0103982746,11,1595.92,56,246,1595.92
C0103982828,1,189.0,81,0,189.0
C0103982897,5,259.94,57,299,259.94
C0103982932,2,968.0,262,33,968.0
C0103982954,3,218.98000000000002,49,107,218.98000000000002
C0103983045,1,94.0,119,0,94.0
C0103983070,3,205.98,85,157,205.98
C0103983084,3,213.99,34,308,213.99
C0103983114,2,188.0,148,148,188.0
C0103983184,4,357.98,52,216,357.98
C0103983186,2,458.0,163,171,458.0
C0103983255,15,616.32,13,345,616.32
C0103983343,13,182.34,19,302,182.34
C0103983421,2,328.0,248,62,328.0
C0103983478,2,308.0,298,35,308.0
C0103983540,3,314.99,143,101,314.99
C0103983576,3,313.94,313,30,313.94
C0103983643,3,247.99,36,294,247.99
C0103983685,3,128.94,26,204,128.94
C0103983773,1,49.0,212,0,49.0
C0103983824,2,122.99,15,99,122.99
C0103983857,4,1301.99,85,251,1301.99
C0103983910,25,1256.74,23,333,1256.74
C0103983930,3,747.0,48,66,747.0
C0103983967,4,411.99,103,171,411.99
C0103984039,4,411.0,142,208,411.0
C0103984069,3,277.99,23,211,277.99
C0103984072,3,392.0,50,251,392.0
C0103984149,6,520.98,153,205,520.98
C0103984167,1,79.99,58,0,79.99
C0103984182,1,349.0,239,0,349.0
C0103984228,2,433.99,25,163,433.99
C0103984290,2,578.0,173,28,578.0
C0103984362,4,309.97,183,135,309.97
C0103984398,15,215.35,13,289,215.35
C0103984446,38,880.12,8,348,880.12
C0103984473,2,498.0,89,98,498.0
C0103984542,5,560.99,89,267,560.99
C0103984586,1,499.0,359,0,499.0
C0103984670,12,953.92,57,275,953.92
C0103984696,4,486.99,59,112,486.99
C0103984792,3,298.98,17,50,298.98
C0103984869,4,306.99,23,341,306.99
C0103984927,5,192.45999999999998,8,323,192.45999999999998
C0103984971,1,49.99,81,0,49.99
C0103984974,4,507.98,78,281,507.98
C0103984975,4,1152.94,61,148,1152.94
C0103985043,1,79.0,117,0,79.0
C0103985063,3,262.99,28,177,262.99
C0103985141,4,277.94,30,168,277.94
C0103985231,2,508.0,84,153,508.0
C0103985244,3,443.99,143,208,443.99
C0103985287,2,128.99,87,112,128.99
C0103985423,3,399.99,208,31,399.99
C0103985445,3,447.0,113,217,447.0
C0103985476,2,62.99,52,220,62.99
C0103985547,3,490.49,151,143,490.49
C0103985562,5,322.97,86,201,322.97
C0103985564,3,88.97999999999999,58,181,88.97999999999999
C0103985630,3,957.0,21,246,957.0
C0103985714,4,441.0,148,116,441.0
C0103985770,4,471.97,27,184,471.97
C0103985945,5,495.43,40,293,495.43
C0103985975,4,197.98,59,200,197.98
C0103986020,3,247.99,41,314,247.99
C0103986048,3,352.0,49,306,352.0
C0103986110,2,648.0,151,194,648.0
C0103986132,1,79.0,54,0,79.0
C0103986214,2,308.0,26,312,308.0
C0103986227,5,426.98,23,321,426.98
C0103986299,2,128.0,147,95,128.0
C0103986386,3,253.98,83,204,253.98
C0103986446,2,388.0,26,270,388.0
C0103986505,5,238.97,50,133,238.97
C0103986507,1,124.0,288,0,124.0
C0103986526,3,298.47,22,230,298.47
C0103986590,5,513.98,0,354,513.98
C0103986627,4,259.49,110,146,259.49
C0103986706,2,388.0,56,254,388.0
C0103986762,2,278.0,0,294,278.0
C0103986772,5,312.96999999999997,26,331,312.96999999999997
C0103986859,3,677.0,193,130,677.0
C0103986868,2,578.0,207,95,578.0
C0103986900,2,75.99,123,112,75.99
C0103986955,1,99.99,319,0,99.99
C0103987098,5,460.99,44,260,460.99
C0103987188,2,228.99,92,55,228.99
C0103987218,3,337.99,16,130,337.99
C0103987267,2,248.99,63,119,248.99
C0103987334,5,306.94,51,92,306.94
C0103987423,3,247.99,178,154,247.99
C0103987452,4,317.98,20,332,317.98
C0103987516,2,188.99,53,169,188.99
C0103987534,1,34.99,264,0,34.99
C0103987618,3,347.99,55,287,347.99
C0103987702,3,657.0,147,118,657.0
C0103987726,1,24.99,229,0,24.99
C0103987757,3,354.98,205,99,354.98
C0103987861,4,450.98,57,302,450.98
C0103987910,4,1756.95,59,242,1756.95
C0103987937,6,1381.97,23,278,1381.97
C0103987979,33,641.17,24,327,641.17
C0103988126,3,70.97,127,226,70.97
C0103988214,2,13.98,41,288,13.98
C0103988357,1,199.0,244,0,199.0
C0103988434,2,558.0,63,51,558.0
C0103988482,2,278.99,197,136,278.99
C0103988531,19,670.86,25,321,670.86
C0103988621,42,1101.55,10,352,1101.55
C0103988625,27,391.71000000000004,21,310,391.71000000000004
C0103988705,29,1222.27,30,319,1222.27
C0103988745,4,195.94,115,221,195.94
C0103988820,4,476.0,30,273,476.0
C0103988847,5,439.93,49,314,439.93
C0103988911,4,397.98,84,269,397.98
C0103988929,1,699.0,51,0,699.0
C0103988985,2,538.0,120,130,538.0
C0103989008,4,367.98,156,170,367.98
C0103989130,4,437.94,21,245,437.94
C0103989134,4,472.98,268,92,472.98
C0103989137,4,647.98,27,301,647.98
C0103989223,2,599.0,297,13,599.0
C0103989310,3,377.0,183,121,377.0
C0103989339,31,819.14,19,336,819.14
C0103989423,21,632.3100000000001,9,353,632.3100000000001
C0103989435,3,497.99,29,184,497.99
C0103989470,4,527.94,86,261,527.94
C0103989479,4,429.48,111,214,429.48
C0103989509,3,777.0,117,148,777.0
C0103989599,15,816.34,10,347,816.34
C0103989705,3,177.99,33,281,177.99
C0103989732,4,317.94,112,160,317.94
C0103989774,5,315.48,216,137,315.48
C0103989831,58,1826.98,7,355,1826.98
C0103989832,5,776.9,217,134,776.9
C0103989897,3,817.0,29,84,817.0
C0103989911,19,823.3199999999999,19,334,823.3199999999999
C0103989978,2,298.0,36,162,298.0
C0103990055,4,336.0,21,131,336.0
C0103990189,11,198.86,25,338,198.86
C0103990211,5,121.38,89,255,121.38
C0103990246,3,297.99,38,172,297.99
C0103990305,1,249.0,75,0,249.0
C0103990365,3,717.0,176,147,717.0
C0103990532,38,729.52,20,335,729.52
C0103990564,18,310.25,19,340,310.25
C0103990605,28,826.76,24,331,826.76
C0103990606,2,458.0,70,143,458.0
C0103990699,1,94.0,302,0,94.0
C0103990769,3,566.99,148,181,566.99
C0103991370,37,1055.15,2,355,1055.15
C0103991377,52,637.98,6,358,637.98
C0103991423,24,298.74,25,338,298.74
C0103991536,5,2121.98,41,271,2121.98
C0103991539,2,456.99,159,53,456.99
C0103991664,4,239.99,27,316,239.99
C0103991867,2,273.95,25,123,273.95
C0103991954,4,356.99,115,221,356.99
C0103991981,3,397.99,95,162,397.99
C0103992160,4,289.98,166,164,289.98
C0103992163,5,331.93,1,355,331.93
C0103992188,4,187.93,80,258,187.93
C0103992271,2,100.99,141,98,100.99
C0103992359,1,79.0,141,0,79.0
C0103992428,4,353.98,110,220,353.98
C0103992434,3,367.99,116,141,367.99
C0103992472,1,24.99,332,0,24.99
C0103992692,4,240.97,81,147,240.97
C0103992712,3,268.98,87,238,268.98
C0103992787,5,483.93,195,152,483.93
C0103992838,1,149.0,51,0,149.0
C0103992890,1,149.0,53,0,149.0
C0103992963,3,717.0,230,66,717.0
C0103992965,4,177.97,84,238,177.97
C0103992992,4,435.98,100,203,435.98
C0103993042,1,24.95,329,0,24.95
C0103993073,3,364.98,28,334,364.98
C0103993112,2,64.94,183,27,64.94
C0103993149,3,66.93,119,139,66.93
C0103993167,4,246.99,113,240,246.99
C0103993176,2,308.0,21,242,308.0
C0103993198,1,219.0,273,0,219.0
C0103993286,4,190.48,203,160,190.48
C0103993336,3,427.95,28,233,427.95
C0103993375,4,356.99,60,214,356.99
C0103993446,2,378.0,130,213,378.0
C0103993534,2,383.0,197,46,383.0
C0103993593,4,239.92000000000002,61,198,239.92000000000002
C0103993649,4,335.48,133,192,335.48
C0103993715,2,438.0,337,19,438.0
C0103993738,4,531.95,148,212,531.95
C0103993828,1,59.95,38,0,59.95
C0103993888,1,239.0,292,0,239.0
C0103994003,4,203.98000000000002,127,220,203.98000000000002
C0103994060,6,223.97,32,304,223.97
C0103994145,5,1230.99,172,184,1230.99
C0103994150,3,271.98,180,126,271.98
C0103994218,2,298.99,244,19,298.99
C0103994266,36,1900.71,12,348,1900.71
C0103994339,2,238.0,37,171,238.0
C0103994404,3,207.99,54,204,207.99
C0103994488,3,148.98,31,292,148.98
C0103994496,2,278.0,149,114,278.0
C0103994560,5,451.94,110,180,451.94
C0103994618,2,928.0,153,9,928.0
C0103994661,2,163.0,144,209,163.0
C0103994711,3,187.95,30,153,187.95
C0103994773,1,69.0,238,0,69.0
C0103994821,2,238.0,107,44,238.0
C0103994841,3,287.0,29,208,287.0
C0103994844,4,756.0,83,249,756.0
C0103994862,1,599.0,344,0,599.0
C0103994939,2,258.0,22,260,258.0
C0103994972,3,162.99,88,213,162.99
C0103995020,39,1442.6499999999999,16,348,1442.6499999999999
C0103995069,2,448.0,59,295,448.0
C0103995121,1,84.0,301,0,84.0
C0103995139,33,1840.16,19,340,1840.16
C0103995174,3,74.93,1,143,74.93
C0103995198,1,69.0,117,0,69.0
C0103995256,1,99.99,111,0,99.99
C0103995265,2,153.99,102,105,153.99
C0103995330,4,303.48,27,307,303.48
C0103995363,1,179.0,216,0,179.0
C0103995439,4,336.95,15,173,336.95
C0103995499,6,1054.99,37,324,1054.99
C0103995522,27,751.22,3,347,751.22
C0103995588,26,1133.78,12,350,1133.78
C0103995678,2,538.0,143,114,538.0
C0103995766,4,384.98,51,260,384.98
C0103995787,4,545.48,10,346,545.48
C0103995853,3,372.95,213,37,372.95
C0103995936,4,228.97000000000003,52,251,228.97000000000003
C0103996008,4,667.99,12,318,667.99
C0103996070,5,550.47,45,200,550.47
C0103996126,21,636.27,45,317,636.27
C0103996289,41,1193.1399999999999,7,351,1193.1399999999999
C0103996368,18,1453.87,26,327,1453.87
C0103996453,4,886.0,53,216,886.0
C0103996611,3,497.99,0,268,497.99
C0103996630,2,388.0,114,35,388.0
C0103996647,19,415.82000000000005,21,334,415.82000000000005
C0103996652,27,637.77,45,317,637.77
C0103996720,3,467.99,187,149,467.99
C0103996801,4,626.0,87,165,626.0
C0103996980,7,716.97,204,153,716.97
C0103996982,38,941.64,0,358,941.64
C0103997004,2,128.95,114,167,128.95
C0103997094,1,89.0,130,0,89.0
C0103997181,2,75.97999999999999,95,220,75.97999999999999
C0103997245,4,194.92000000000002,60,277,194.92000000000002
C0103997310,3,232.0,178,142,232.0
C0103997316,1,149.0,288,0,149.0
C0103997363,2,468.0,39,128,468.0
C0103997451,4,230.99,30,325,230.99
C0103997467,2,68.98,182,134,68.98
C0103997597,24,994.23,82,280,994.23
C0103997658,41,706.1,20,337,706.1
C0103997766,1,439.0,203,0,439.0
C0103997825,1,279.0,20,0,279.0
C0103997888,3,556.44,25,327,556.44
C0103997914,2,178.95,58,41,178.95
C0103998001,2,183.99,104,160,183.99
C0103998077,3,191.98000000000002,87,174,191.98000000000002
C0103998127,1,69.0,308,0,69.0
C0103998206,2,438.0,20,246,438.0
C0103998252,4,267.94,91,167,267.94
C0103998300,46,734.0699999999999,8,355,734.0699999999999
C0103998304,24,770.3100000000001,3,329,770.3100000000001
C0103998395,2,173.0,164,76,173.0
C0103998423,1,129.0,276,0,129.0
C0103998455,3,227.99,15,340,227.99
C0103998498,4,181.97,224,129,181.97
C0103998565,2,109.94,148,178,109.94
C0103998612,2,588.0,82,120,588.0
C0103998702,2,648.0,122,179,648.0
C0103998772,2,113.0,183,128,113.0
C0103998800,3,118.98,24,51,118.98
C0103998864,3,367.0,10,296,367.0
C0103998953,4,557.98,23,202,557.98
C0103999017,24,586.74,29,335,586.74
C0103999103,29,1108.76,9,349,1108.76
C0103999121,2,348.99,171,181,348.99
C0103999123,1,149.0,243,0,149.0
C0103999179,1,239.0,236,0,239.0
C0103999243,35,593.13,12,352,593.13
C0103999329,8,445.93,29,304,445.93
C0103999395,5,196.47,23,304,196.47
C0103999462,2,219.94,295,34,219.94
C0103999546,2,258.0,11,199,258.0
C0103999588,3,258.98,189,52,258.98
C0103999609,1,69.0,201,0,69.0
C0103999697,3,116.97999999999999,43,112,116.97999999999999
C0103999727,2,278.0,106,252,278.0
C0103999781,2,648.0,60,29,648.0
C0103999821,2,74.98,91,28,74.98
C0103999864,5,193.47,59,267,193.47
C0103999919,4,439.99,113,226,439.99
C0103999982,4,207.98000000000002,91,268,207.98000000000002
C0103999985,39,903.11,6,354,903.11
C0104000060,3,467.0,29,102,467.0
C0104000117,2,318.0,179,28,318.0
C0104000133,4,336.99,55,288,336.99
C0104000186,1,99.99,77,0,99.99
C0104000266,4,200.98,22,286,200.98
C0104000303,2,46.940000000000005,148,136,46.940000000000005
C0104000343,5,207.97,45,318,207.97
C0104000395,5,290.46999999999997,1,309,290.46999999999997
C0104000458,3,767.99,162,117,767.99
C0104000504,26,447.77,6,355,447.77
C0104000519,16,413.85,66,298,413.85
C0104000550,2,548.0,28,119,548.0
C0104000583,5,963.98,85,168,963.98
C0104000600,3,163.9,203,160,163.9
C0104000690,2,148.0,250,107,148.0
C0104000724,23,436.79,5,358,436.79
C0104000731,32,823.71,0,353,823.71
C0104000774,1,199.0,19,0,199.0
C0104000855,1,1099.0,256,0,1099.0
C0104000909,5,185.47,85,271,185.47
C0104000979,2,148.99,117,221,148.99
C0104001045,2,183.0,59,28,183.0
C0104001053,4,399.97,0,250,399.97
C0104001119,4,505.98,90,210,505.98
C0104001160,4,272.9,118,154,272.9
C0104001263,2,178.95,147,1,178.95
C0104001298,1,179.0,363,0,179.0
C0104006338,5,909.99,142,184,909.99
C0104006398,11,98.39,19,342,98.39
C0104006485,1,349.0,273,0,349.0
C0104006536,3,301.98,206,132,301.98
C0104006720,2,648.99,22,308,648.99
C0104006733,1,149.0,149,0,149.0
C0104006784,3,407.0,147,178,407.0
C0104006795,3,322.99,199,98,322.99
C0104006831,1,349.0,239,0,349.0
C0104006866,3,227.95,71,140,227.95
C0104006901,1,129.0,117,0,129.0
C0104007034,3,382.99,161,30,382.99
C0104007059,3,195.99,30,313,195.99
C0104007146,4,792.98,20,245,792.98
C0104007216,4,1047.98,20,334,1047.98
C0104007302,3,222.99,96,214,222.99
C0104007342,2,173.99,25,301,173.99
C0104007365,2,743.0,103,71,743.0
C0104007435,27,897.26,16,348,897.26
C0104007441,23,895.28,16,344,895.28
C0104007458,19,165.31,15,348,165.31
C0104007527,24,1026.3,0,339,1026.3
C0104007529,17,1189.3700000000001,56,272,1189.3700000000001
C0104007549,2,283.0,179,72,283.0
C0104007604,4,427.94,23,321,427.94
C0104007695,1,149.0,270,0,149.0
C0104007745,3,393.98,53,303,393.98
C0104007802,3,507.0,115,122,507.0
C0104007922,2,468.99,125,166,468.99
C0104007990,2,168.99,29,83,168.99
C0104008034,6,625.96,110,221,625.96
C0104008087,1,439.0,294,0,439.0
C0104008095,12,245.4,106,254,245.4
C0104008157,29,651.23,22,300,651.23
C0104008208,3,488.98,7,185,488.98
C0104008252,3,187.95,37,82,187.95
C0104008298,3,357.99,175,178,357.99
C0104008312,4,267.97,119,225,267.97
C0104008362,2,218.99,149,63,218.99
C0104008402,3,1167.0,31,241,1167.0
C0104008473,26,893.29,12,321,893.29
C0104008506,3,376.97,83,155,376.97
C0104008561,2,378.0,114,195,378.0
C0104008587,17,345.84,40,304,345.84
C0104008629,35,944.19,44,316,944.19
C0104008721,3,517.99,23,173,517.99
C0104008800,3,447.0,1,257,447.0
C0104008825,4,332.94,205,64,332.94
C0104008833,4,425.99,9,344,425.99
C0104008884,3,343.98,192,156,343.98
C0104008896,4,266.99,41,223,266.99
C0104008931,1,5.49,94,0,5.49
C0104008981,3,367.0,3,199,367.0
C0104009053,3,165.99,72,257,165.99
C0104009064,2,488.0,68,56,488.0
C0104009199,29,482.23,0,360,482.23
C0104009229,22,876.82,7,348,876.82
C0104009250,2,153.99,17,238,153.99
C0104009333,2,368.99,197,83,368.99
C0104009354,2,878.0,236,41,878.0
C0104009440,5,218.96,116,242,218.96
C0104009463,5,249.92,20,147,249.92
C0104009484,2,208.95,67,251,208.95
C0104009515,1,279.0,173,0,279.0
C0104009553,5,361.98,60,231,361.98
C0104009628,2,278.99,104,121,278.99
C0104009669,5,150.92000000000002,1,326,150.92000000000002
C0104009689,4,641.98,100,195,641.98
C0104009766,4,536.0,15,248,536.0
C0104009781,2,198.99,213,123,198.99
C0104009870,4,262.98,272,55,262.98
C0104009905,2,1448.0,277,46,1448.0
C0104009985,29,908.1999999999999,4,349,908.1999999999999
C0104013979,2,78.99,145,194,78.99
C0104014064,4,188.97,144,211,188.97
C0104014159,25,1118.29,20,335,1118.29
C0104014226,1,6.99,241,0,6.99
C0104014335,3,414.48,256,79,414.48
C0104014341,5,479.96,196,140,479.96
C0104014400,14,478.37,87,274,478.37
C0104014521,3,460.99,86,212,460.99
C0104014540,2,283.99,208,99,283.99
C0104014592,3,277.0,90,274,277.0
C0104014627,1,94.0,206,0,94.0
C0104014663,4,417.98,44,278,417.98
C0104014752,9,561.95,27,276,561.95
C0104014833,3,332.95,19,329,332.95
C0104014900,35,825.1800000000001,29,333,825.1800000000001
C0104014913,9,326.39,28,285,326.39
C0104014942,2,468.0,96,157,468.0
C0104014947,3,223.9,71,204,223.9
C0104015031,2,388.0,76,270,388.0
C0104015117,4,584.99,83,155,584.99
C0104015129,3,463.99,134,225,463.99
C0104015232,4,277.97,90,267,277.97
C0104015260,3,337.0,59,296,337.0
C0104015281,6,162.95999999999998,12,230,162.95999999999998
C0104015298,4,576.0,177,183,576.0
C0104015359,2,698.99,82,232,698.99
C0104015369,3,237.95,14,290,237.95
C0104015439,1,29.99,294,0,29.99
C0104015488,5,545.0,13,313,545.0
C0104015539,4,521.98,178,177,521.98
C0104015554,6,243.46,19,267,243.46
C0104015558,2,218.0,64,48,218.0
C0104015603,3,506.99,19,159,506.99
C0104015664,1,399.0,268,0,399.0
C0104015713,1,94.0,189,0,94.0
C0104015793,2,305.99,195,101,305.99
C0104015848,1,239.0,113,0,239.0
C0104015935,4,297.98,6,262,297.98
C0104015983,2,588.0,123,200,588.0
C0104016071,3,252.95,7,196,252.95
C0104016118,4,646.97,50,314,646.97
C0104016152,37,638.63,15,318,638.63
C0104016233,31,824.22,25,338,824.22
C0104016372,2,298.0,180,38,298.0
C0104016452,25,1014.31,25,339,1014.31
C0104016512,26,479.75,19,338,479.75
C0104016535,5,250.94,60,240,250.94
C0104016560,1,99.0,269,0,99.0
C0104016614,1,149.99,364,0,149.99
C0104016661,2,948.99,161,141,948.99
C0104016722,2,578.0,38,20,578.0
C0104016729,2,148.99,60,151,148.99
C0104016805,4,237.94,24,245,237.94
C0104016859,4,457.98,10,197,457.98
C0104016912,5,483.97,8,175,483.97
C0104016917,5,326.98,2,324,326.98
C0104016920,4,582.98,82,257,582.98
C0104016983,4,172.93,94,116,172.93
C0104017069,48,536.99,52,303,536.99
C0104017148,49,410.48,12,350,410.48
C0104017228,2,118.99,61,67,118.99
C0104017471,3,317.0,246,97,317.0
C0104017528,4,517.98,124,138,517.98
C0104017535,6,372.47,12,347,372.47
C0104017541,5,309.48,0,302,309.48
C0104017545,3,767.0,56,147,767.0
C0104017660,9,625.85,7,348,625.85
C0104017733,25,639.28,24,330,639.28
C0104017737,3,382.99,88,163,382.99
C0104017765,2,308.0,208,147,308.0
C0104017784,3,617.99,81,266,617.99
C0104017927,1,34.95,110,0,34.95
C0104017984,3,168.97,41,198,168.97
C0104018026,1,139.0,274,0,139.0
C0104018078,4,282.9,177,140,282.9
C0104018167,4,293.98,103,211,293.98
C0104018203,4,256.97,177,93,256.97
C0104018249,3,447.0,20,247,447.0
C0104018269,3,742.0,108,134,742.0
C0104018298,3,178.94,151,187,178.94
C0104022703,3,242.0,43,257,242.0
C0104022765,3,177.94,53,251,177.94
C0104022794,1,89.0,177,0,89.0
C0104022800,3,557.0,120,176,557.0
C0104031955,2,338.0,247,48,338.0
C0104032049,4,259.96999999999997,87,210,259.96999999999997
C0104032089,24,538.7900000000001,17,297,538.7900000000001
C0104032244,14,720.91,18,329,720.91
C0104032268,5,483.46000000000004,167,89,483.46000000000004
C0104032341,25,612.7,41,315,612.7
